"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"1029",7,225,1231,4,16,8,0.5,"0.4 a 0.7",24780485,8946332,0.361023281021336,"0.01 a 0.4",1.38495218753815,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Orçamento Participativo - Empreendimento","Empreendimento concluído"
"1030",10,235,2700,18,12,8,0.666666666666667,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação de Jovens e Adultos","Programa de Atendimento ao Idoso","Operação e Manutenção da Educação","Expansão do Programa EJA nas ILPI's conveniadas ( META NÃO CUMULATIVA )","Instituição atendida"
"1031",10,123,2787,2,12,0,0,"N�o h� execu��o",73041,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL  DE POLÍTICAS  SOCIAIS","Administração","Administração Geral","Gestão da Política Social","Planejamento e Monitoramento e Divulgação da Política Social","Realização de Publicações Diversas e Produção de Material Informativo","Material produzido"
"1032",7,64,2792,5,118,31,0.26271186440678,"0.01 a 0.4",568643,151500,0.266423749171273,"0.01 a 0.4",0.986067771911621,"Associado","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Geração e Qualificação Habitacional em Áreas de Interesse Social","Programa Bolsa Moradia","Programa Bolsa Moradia - Implantação do Corta Caminho ( META NÃO CUMULATIVA )","Família beneficiada"
"1033",4,164,2541,5,2,1,0.5,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Associado","COORDENADORIA MUNICIPAL DE DEFESA CIVIL","Segurança Pública","Defesa Civil","Ações de Defesa Civil","Ações de Defesa Civil Preventivas e Emergenciais","Mobilização Institucional - Ações de Redução de Risco ( META NÃO CUMULATIVA )","Parceria realizada"
"1034",2,140,2701,1,110,65,0.590909090909091,"0.4 a 0.7",840000,479008,0.570247619047619,"0.4 a 0.7",1.03623247146606,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Especial","Gestão e Operacionalização da Política Educacional","Apoio a inclusão de alunos com deficiência no cotidiano escolar","Atendimento Educacional Especializado na Rede Privada ( META NÃO CUMULATIVA )","Aluno matriculado"
"1035",7,225,1231,24,1125,600,0.533333333333333,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Produção de Unidades Habitacionais - Reassentamento","Unidade habitacional construída"
"1036",5,237,1219,3,31,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Administração","Administração Geral","Qualificação, Profissionalização e Emprego","Aquisição, Construção e Readaptação de Imóveis","Implantação da Escola Polo Profissionalizante na Área Central","Obra executada"
"1037",10,19,2401,4,5438,1959,0.36024273630011,"0.01 a 0.4",1840629,1320344,0.717333042128533,"0.7 a 1.3",0.502197325229645,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência à Criança e ao Adolescente","Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos","Serviços para Adolescentes e Jovens de 15 a 17 Anos ( META NÃO CUMULATIVA )","Jovem atendido"
"1038",1,241,2873,2,1,0,0,"N�o h� execu��o",10000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Assistência Social","Assistência Comunitária","Recomeço","Apoio às Ações de Políticas sobre Drogas","Implantação do Sistema de Informação Compartilhada sobre Usuários de Álcool e Outras Drogas","Sistema implantado"
"1039",11,146,2338,5,100,89,0.89,"0.7 a 1.3",7599000,7554805,0.99418410317147,"0.7 a 1.3",0.895206391811371,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Administração Geral","Gestão da Política Cultural","Gestão, Planejamento e Administração Cultural","Desenvolvimento Organizacional e Capacitação de Recursos Humanos","Ação realizada"
"1040",10,132,2761,8,5110000,4783754,0.936155381604697,"0.7 a 1.3",3560567,2030163,0.570179693290423,"0.4 a 0.7",1.64186024665833,"Associado","FUNDO MUNICIPAL DE MERENDA ESCOLAR","Assistência Social","Alimentação e Nutrição","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino","Gerenciamento da Assistência Alimentar e Nutricional às Creches Conveniadas","Refeição Servida"
"1041",10,234,1231,34,100,0,0,"N�o h� execu��o",1000000,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Melhorias Urbanas em Assentamentos Precários","Atendimento ampliado kit de acessibilidade ""kit Idoso"" às famílias de pessoas com deficiência","Família beneficiada"
"1042",1,114,2891,1,385000,360577,0.936563636363636,"0.7 a 1.3",12913700,6570182,0.508776105995958,"0.4 a 0.7",1.84081697463989,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Rede de Cuidados Especializados Complementares à Saúde","Rede Própria de Cuidados Especializados Complementares à Saúde - Ambulatorial","Atendimento da População na Rede Complementar Própria do SUS-BH","Consulta especializada realizada"
"1043",5,218,1219,4,2,0,0,"N�o h� execu��o",574886,0,0,"N�o h� execu��o",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Administração","Administração Geral","Turismo em BH","Aquisição, Construção e Readaptação de Imóveis","Requalificação de Centros de Atendimento ao Turista","Obra executada"
"1044",6,85,2604,1,370,252,0.681081081081081,"0.4 a 0.7",4225160,2107153,0.498715551600413,"0.4 a 0.7",1.36567044258118,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Tecnologia da Informação","Gestão da Política de Tecnologia da Informação e Comunicação","Centro de Recondicionamento de Computadores","Manutenção dos Centros de Inclusão Digital ( META NÃO CUMULATIVA )","Centro de Inclusão digital ativo"
"1045",6,220,2889,4,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão Estratégica de Pessoas","Implementação de Ações e Atividades de Suporte ao Projeto Gestão Estratégica de Pessoas","Ampliação da Implantação Gradual da Bonificação por Cumprimento de Metas e Indicadores - BCMRI","Plano implantado"
"1046",11,154,2371,5,3,1,0.333333333333333,"0.01 a 0.4",450000,200000,0.444444444444444,"0.4 a 0.7",0.75,"Associado","FUNDAÇÃO MUNICIPAL DE CULTURA","Cultura","Difusão Cultural","Fomento, Incentivo e Desenvolvimento Cultural","Fomento e Estímulo à Cultura","Promoção de Festival, Encontro e Mostra de Arte e Cultura","Evento realizado"
"1047",2,207,2885,2,587,454,0.773424190800681,"0.7 a 1.3",6045498,6256997,1.03498454552462,"0.7 a 1.3",0.747280955314636,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Especial","Melhoria da Qualidade da Educação","Transporte Escolar","Transporte Acessível ( META NÃO CUMULATIVA )","Aluno beneficiado"
"1048",6,85,2602,6,25,0,0,"N�o h� execu��o",650000,0,0,"N�o h� execu��o",0,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Gerenciamento, Implantação e Atendimento de Serviços na RMI","Revisão das Políticas de Backup e Descarte de Informações Geradas pelos Sistemas Críticos de Informação da PBH","Redução da quantidade de dados mantidos em backup"
"1049",9,228,2537,8,2,0,0,"N�o h� execu��o",4427056,0,0,"N�o h� execu��o",0,"Sustentador","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Coleta, Destinação e Tratamento de Resíduos Sólidos","Tratamento e Destinação de Resíduos Sólidos","Obras para Construção de URPV's ( META NÃO CUMULATIVA )","Obra realizada"
"1050",6,224,2110,2,255,66,0.258823529411765,"0.01 a 0.4",120000,86310,0.71925,"0.7 a 1.3",0.359851956367493,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE GESTÃO ADMINISTRATIVA","Administração","Administração Geral","Modernização da Receita e Captação de Recursos","Administração do Patrimônio Municipal","Regularização de Propriedades Municipais","Propriedade regularizada"
"1051",10,163,2859,3,23,20,0.869565217391304,"0.7 a 1.3",2330000,2102720,0.902454935622318,"0.7 a 1.3",0.96355527639389,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias"," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias","Apoio Socioeducativo em Meio Aberto","Projeto apoiado"
"1052",1,241,2873,3,1,0,0,"N�o h� execu��o",25000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE GOVERNO","Assistência Social","Assistência Comunitária","Recomeço","Apoio às Ações de Políticas sobre Drogas","Conferência Municipal de Políticas sobre Drogas de Belo Horizonte","Conferência realizada"
"1053",10,19,2401,3,4049,1421,0.350950852062238,"0.01 a 0.4",1646956,1209316,0.734273411068662,"0.7 a 1.3",0.477956652641296,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência à Criança e ao Adolescente","Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos","Serviços para Crianças e Adolescentes de 6 a 15 Anos ( META NÃO CUMULATIVA )","Criança/adolescente atendido"
"1054",6,85,2602,4,40,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Gerenciamento, Implantação e Atendimento de Serviços na RMI","Implantação de Processo de Gestão da Continuidade de Negócios dos Serviços de TI","Processo implantado"
"1055",9,46,2539,6,720000,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Operacionalização e Modernização da Limpeza Pública","Execução dos Serviços de Limpeza Urbana","Capina em Lotes Públicos e Particulares","Área capinada"
"1056",9,243,2564,22,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Controle Ambiental","Gestão Ambiental","Operacionalização das Políticas Ambientais","Conservação e Utilização Racional da Água","Estudo de viabilidade para instalação de equipamento de reutilização da água"
"1057",10,236,1268,1,1,0,0,"N�o h� execu��o",3441789,2134217,0.620089436046196,"0.4 a 0.7",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Comércio e Serviços","Comercialização","Direito de Todos","Construção, Ampliação e Reforma de Restaurantes Populares","Construção, Ampliação e Reforma de Restaurantes Populares","Próprio construído, ampliado, reformado ou mantido"
"1058",5,237,2404,1,600,0,0,"N�o h� execu��o",1000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Qualificação, Profissionalização e Emprego","Ações de Qualificação, Profissionalização e Emprego","Disponibilização de Vagas para o Programa Municipal de Qualificação, Emprego e Renda","Vaga disponibilizada"
"1059",1,28,2829,7,50,0,0,"N�o h� execu��o",20000,0,0,"N�o h� execu��o",0,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Vigilância Sanitária","Vigilância em Saúde","Vigilância em Saúde","Campanha de Prevenção de Leishmaniose em Centros de Saúde","Centro com campanha implantada"
"1060",7,64,2792,2,653,581,0.889739663093415,"0.7 a 1.3",2373800,2807500,1.18270283932935,"0.7 a 1.3",0.752293527126312,"Associado","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Geração e Qualificação Habitacional em Áreas de Interesse Social","Programa Bolsa Moradia","Programa Bolsa Moradia - Risco ( META NÃO CUMULATIVA )","Família beneficiada"
"1061",6,14,2809,8,9,8,0.888888888888889,"0.7 a 1.3",610000,3489,0.00571967213114754,"0.01 a 0.4",155.409057617188,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão dos Recursos Humanos","Gerenciamento do Sistema de Recursos Humanos","Reestruturação das Gerências de Recursos Humanos Regionais","Gerência Regional estruturada"
"1062",3,62,1230,3,1,0,0,"N�o h� execu��o",5000000,0,0,"N�o h� execu��o",0,"Associado","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Infra-Estrutura Urbana","Gestão do Sistema Viário Municipal","Implantação e Reconstrução de Vias Públicas","Obras do PAC II","Obra executada"
"1063",10,163,2859,5,9,6,0.666666666666667,"0.4 a 0.7",775000,128368,0.165636129032258,"0.01 a 0.4",4.02488708496094,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias"," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias","Acolhimento Institucional","Projeto apoiado"
"1064",10,132,2121,3,3,0,0,"N�o h� execu��o",1000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Agricultura","Promoção da Produção Vegetal","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Fomento e Gerenciamento da Comercialização Direta da Agricultura Urbana e Familiar","Elaboração de Projetos de Agricultura Urbana e Periurbana","Projeto elaborado"
"1065",10,238,2534,1,63,34,0.53968253968254,"0.4 a 0.7",6510525,5658261,0.86909442786872,"0.7 a 1.3",0.620971143245697,"Sustentador","SECRETARIA MUNICIPAL DE ESPORTE E LAZER","Desporto e Lazer","Desporto Comunitário","Promoção do Esporte e do Lazer","Implantação, Manutenção e Recuperação de Equipamentos Esportivos e Áreas de Lazer","Manutenção, Conservação, Pequenas Reformas e Custeio de Equipamentos Esportivos ( META NÃO CUMULATIVA )","Equipamento Público Mantido"
"1066",6,220,2021,1,277,54,0.194945848375451,"0.01 a 0.4",60000,7000,0.116666666666667,"0.01 a 0.4",1.67096436023712,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Trabalho","Proteção e Benefícios ao Trabalhador","Gestão Estratégica de Pessoas","Programa de Atenção Integral à Saúde e Segurança do Servidor - Saúde Mais","Programa de Prevenção de Riscos Ambientais - PPRA em unidades da PBH","Unidade Implantada"
"1067",10,101,2531,9,2,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Programas de Esporte Educacional","Promoção de Eventos Esportivos","Evento realizado"
"1068",9,243,1307,2,20,19.31,0.9655,"0.7 a 1.3",54168013,25927241,0.478644860020987,"0.4 a 0.7",2.01715326309204,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Saneamento","Saneamento Básico Urbano","Gestão Ambiental","Implantação do Programa DRENURBS","Recuperação Ambiental do Córrego Bonsucesso","Obra executada"
"1069",10,163,2860,3,8,2,0.25,"0.01 a 0.4",395000,25923,0.0656278481012658,"0.01 a 0.4",3.80935859680176,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias","Ações para o Fortalecimento das Diretrizes do Estatuto da Criança e do Adolescente","Capacitação e Formatação de Atores de Atendimento e Defesa do Sistema de Garantia de Direitos","Evento realizado"
"1070",2,207,2706,3,1,0,0,"N�o h� execu��o",2771070,996692,0.359677669636639,"0.01 a 0.4",0,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Melhoria da Qualidade da Educação","Melhoria da Aprendizagem e Avaliação de Desempenho Escolar","Avaliação de Aprendizagem dos Alunos - Avalia BH e Avalia EJA","Avaliação realizada"
"1071",3,209,1330,3,81,67,0.827160493827161,"0.7 a 1.3",1612733,576374,0.357389598898268,"0.01 a 0.4",2.31445026397705,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Implantação do Corta Caminho","Implantação do Corta Caminho","Via 710 - Reassentamento/Indenizações","Atendimento realizado"
"1072",9,69,2564,16,2,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","SECRETARIA MUNICIPAL DE MEIO AMBIENTE","Gestão Ambiental","Preservação e Conservação Ambiental","Gestão da Política Ambiental","Operacionalização das Políticas Ambientais","Implantação de Corredores Ecológicos a Partir das Áreas Verdes Existentes","Corredor ecológico implantado"
"1073",6,9,1323,1,8,1,0.125,"0.01 a 0.4",500000,161576,0.323152,"0.01 a 0.4",0.3868148624897,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE MODERNIZAÇÃO","Administração","Administração Geral","Gestão da Modernização Administrativa e Ações de Atendimento ao Cidadão","Aperfeiçoamento da Infra-Estrutura Tecnológica da PBH","Capacitação em Segurança de Rede e da Informação da PBH","Curso realizado"
